Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
5,2,2015-04-07,4713,612,1,0,0,1
1,1,2015-04-06,0,0,0,0,b,1
2,1,2015-04-06,0,0,0,0,b,1
3,1,2015-04-06,0,0,0,0,b,1
4,1,2015-04-06,0,0,0,0,b,1
5,1,2015-04-06,0,0,0,0,b,1
1,7,2015-04-05,0,0,0,0,0,1
2,7,2015-04-05,0,0,0,0,0,0
3,7,2015-04-05,0,0,0,0,0,0
4,7,2015-04-05,0,0,0,0,0,0
5,7,2015-04-05,0,0,0,0,0,0
1,6,2015-04-04,6709,796,1,0,0,1
2,6,2015-04-04,4446,506,1,0,0,0
3,6,2015-04-04,7123,778,1,0,0,0
4,6,2015-04-04,15018,1917,1,0,0,0
5,6,2015-04-04,3248,351,1,0,0,0
1,5,2015-04-03,0,0,0,1,b,1
2,5,2015-04-03,0,0,0,1,b,1
3,5,2015-04-03,0,0,0,1,b,1
4,5,2015-04-03,0,0,0,1,b,1
5,5,2015-04-03,0,0,0,1,b,1
1,4,2015-04-02,6574,722,1,1,0,1
2,4,2015-04-02,6168,619,1,1,0,1
3,4,2015-04-02,8716,920,1,1,0,1
4,4,2015-04-02,17311,1976,1,1,0,1
5,4,2015-04-02,6321,667,1,1,0,1
1,3,2015-04-01,6816,707,1,1,0,1
2,3,2015-04-01,6473,756,1,1,0,1
3,3,2015-04-01,8546,853,1,1,0,1
4,3,2015-04-01,13731,1662,1,1,0,1
5,3,2015-04-01,7720,773,1,1,0,0
1,2,2015-03-31,6206,589,1,1,0,1
2,2,2015-03-31,10107,850,1,1,0,1
3,2,2015-03-31,11299,862,1,1,0,1
4,2,2015-03-31,14451,1724,1,1,0,1
5,2,2015-03-31,7692,659,1,1,0,0
1,1,2015-03-30,6714,697,1,1,0,1
2,1,2015-03-30,8733,777,1,1,0,1
3,1,2015-03-30,11282,933,1,1,0,1
4,1,2015-03-30,13117,1613,1,1,0,1
5,1,2015-03-30,8847,770,1,1,0,0
1,7,2015-03-29,0,0,0,0,0,0
2,7,2015-03-29,0,0,0,0,0,0
3,7,2015-03-29,0,0,0,0,0,0
4,7,2015-03-29,0,0,0,0,0,0
5,7,2015-03-29,0,0,0,0,0,0
1,6,2015-03-28,5208,605,1,0,0,0
2,6,2015-03-28,3011,355,1,0,0,0
3,6,2015-03-28,4247,464,1,0,0,0
4,6,2015-03-28,10540,1462,1,0,0,0
5,6,2015-03-28,2038,219,1,0,0,0
1,5,2015-03-27,4005,529,1,0,0,0
2,5,2015-03-27,3800,458,1,0,0,0
3,5,2015-03-27,5216,625,1,0,0,0
4,5,2015-03-27,8210,1156,1,0,0,0
5,5,2015-03-27,4181,499,1,0,0,0
1,4,2015-03-26,3932,490,1,0,0,0
2,4,2015-03-26,3912,486,1,0,0,0
3,4,2015-03-26,6105,695,1,0,0,0
4,4,2015-03-26,7369,1091,1,0,0,0
5,4,2015-03-26,3711,460,1,0,0,0
1,3,2015-03-25,3531,447,1,0,0,0
2,3,2015-03-25,5150,684,1,0,0,0
3,3,2015-03-25,5538,679,1,0,0,0
4,3,2015-03-25,6681,1024,1,0,0,0
5,3,2015-03-25,4325,613,1,0,0,0
1,2,2015-03-24,3547,464,1,0,0,0
2,2,2015-03-24,4436,523,1,0,0,0
3,2,2015-03-24,5256,670,1,0,0,0
4,2,2015-03-24,7470,1087,1,0,0,0
5,2,2015-03-24,4073,537,1,0,0,0
1,1,2015-03-23,3565,495,1,0,0,0
2,1,2015-03-23,4183,516,1,0,0,0
3,1,2015-03-23,5400,668,1,0,0,0
4,1,2015-03-23,8823,1263,1,0,0,0
5,1,2015-03-23,4028,540,1,0,0,0
1,7,2015-03-22,0,0,0,0,0,0
2,7,2015-03-22,0,0,0,0,0,0
3,7,2015-03-22,0,0,0,0,0,0
4,7,2015-03-22,0,0,0,0,0,0
5,7,2015-03-22,0,0,0,0,0,0
1,6,2015-03-21,3909,506,1,0,0,0
2,6,2015-03-21,2922,367,1,0,0,0
3,6,2015-03-21,3494,399,1,0,0,0
4,6,2015-03-21,10012,1411,1,0,0,0
5,6,2015-03-21,1783,201,1,0,0,0
1,5,2015-03-20,4057,472,1,1,0,0
2,5,2015-03-20,4759,532,1,1,0,0
3,5,2015-03-20,6971,724,1,1,0,0
4,5,2015-03-20,9421,1270,1,1,0,0
5,5,2015-03-20,4709,554,1,1,0,0
1,4,2015-03-19,4748,535,1,1,0,0
2,4,2015-03-19,5737,622,1,1,0,0
3,4,2015-03-19,6947,760,1,1,0,0
4,4,2015-03-19,9107,1228,1,1,0,0
5,4,2015-03-19,4720,554,1,1,0,0
1,3,2015-03-18,3858,504,1,1,0,0
2,3,2015-03-18,7034,786,1,1,0,0
3,3,2015-03-18,8626,839,1,1,0,0
4,3,2015-03-18,9074,1225,1,1,0,0
5,3,2015-03-18,5261,634,1,1,0,0
1,2,2015-03-17,4806,555,1,1,0,0
2,2,2015-03-17,6457,666,1,1,0,0
3,2,2015-03-17,8154,857,1,1,0,0
4,2,2015-03-17,9733,1326,1,1,0,0
5,2,2015-03-17,5555,601,1,1,0,0
1,1,2015-03-16,5695,605,1,1,0,0
2,1,2015-03-16,7209,734,1,1,0,0
3,1,2015-03-16,8998,869,1,1,0,0
4,1,2015-03-16,11977,1594,1,1,0,0
5,1,2015-03-16,7237,718,1,1,0,0
1,7,2015-03-15,0,0,0,0,0,0
2,7,2015-03-15,0,0,0,0,0,0
3,7,2015-03-15,0,0,0,0,0,0
4,7,2015-03-15,0,0,0,0,0,0
5,7,2015-03-15,0,0,0,0,0,0
1,6,2015-03-14,5225,599,1,0,0,0
2,6,2015-03-14,2803,343,1,0,0,0
3,6,2015-03-14,4189,464,1,0,0,0
4,6,2015-03-14,10105,1412,1,0,0,0
5,6,2015-03-14,2042,204,1,0,0,0
1,5,2015-03-13,3725,493,1,0,0,0
2,5,2015-03-13,3430,442,1,0,0,0
3,5,2015-03-13,5831,688,1,0,0,0
4,5,2015-03-13,8271,1150,1,0,0,0
5,5,2015-03-13,4146,494,1,0,0,0
1,4,2015-03-12,3141,405,1,0,0,0
2,4,2015-03-12,4065,514,1,0,0,0
3,4,2015-03-12,5725,693,1,0,0,0
4,4,2015-03-12,7046,1043,1,0,0,0
5,4,2015-03-12,3580,481,1,0,0,0
1,3,2015-03-11,4170,521,1,0,0,0
2,3,2015-03-11,4949,668,1,0,0,0
3,3,2015-03-11,5302,651,1,0,0,0
4,3,2015-03-11,7612,1035,1,0,0,0
5,3,2015-03-11,3985,568,1,0,0,0
1,2,2015-03-10,3805,491,1,0,0,0
2,2,2015-03-10,4095,512,1,0,0,0
3,2,2015-03-10,5223,677,1,0,0,0
4,2,2015-03-10,7637,1097,1,0,0,0
5,2,2015-03-10,3935,528,1,0,0,0
1,1,2015-03-09,3701,485,1,0,0,0
2,1,2015-03-09,3967,532,1,0,0,0
3,1,2015-03-09,5430,673,1,0,0,0
4,1,2015-03-09,8284,1159,1,0,0,0
5,1,2015-03-09,4264,555,1,0,0,0
1,7,2015-03-08,0,0,0,0,0,0
2,7,2015-03-08,0,0,0,0,0,0
3,7,2015-03-08,0,0,0,0,0,0
4,7,2015-03-08,0,0,0,0,0,0
5,7,2015-03-08,0,0,0,0,0,0
1,6,2015-03-07,4592,570,1,0,0,0
2,6,2015-03-07,3211,367,1,0,0,0
3,6,2015-03-07,4525,544,1,0,0,0
4,6,2015-03-07,10213,1412,1,0,0,0
5,6,2015-03-07,1689,191,1,0,0,0
1,5,2015-03-06,5397,579,1,1,0,0
2,5,2015-03-06,4823,550,1,1,0,0
3,5,2015-03-06,8057,829,1,1,0,0
4,5,2015-03-06,10130,1346,1,1,0,0
5,5,2015-03-06,5221,580,1,1,0,0
1,4,2015-03-05,4419,534,1,1,0,0
2,4,2015-03-05,5532,634,1,1,0,0
3,4,2015-03-05,7784,833,1,1,0,0
4,4,2015-03-05,10428,1370,1,1,0,0
5,4,2015-03-05,4692,538,1,1,0,0
1,3,2015-03-04,5568,597,1,1,0,0
2,3,2015-03-04,6478,764,1,1,0,0
3,3,2015-03-04,7651,768,1,1,0,0
4,3,2015-03-04,9881,1329,1,1,0,0
5,3,2015-03-04,6407,697,1,1,0,0
1,2,2015-03-03,5451,576,1,1,0,0
2,2,2015-03-03,6610,697,1,1,0,0
3,2,2015-03-03,8615,817,1,1,0,0
4,2,2015-03-03,11093,1407,1,1,0,0
5,2,2015-03-03,6036,632,1,1,0,0
1,1,2015-03-02,5942,669,1,1,0,0
2,1,2015-03-02,7161,739,1,1,0,0
3,1,2015-03-02,10970,974,1,1,0,0
4,1,2015-03-02,12899,1588,1,1,0,0
5,1,2015-03-02,7524,797,1,1,0,0
1,7,2015-03-01,0,0,0,0,0,0
2,7,2015-03-01,0,0,0,0,0,0
3,7,2015-03-01,0,0,0,0,0,0
4,7,2015-03-01,0,0,0,0,0,0
5,7,2015-03-01,0,0,0,0,0,0
1,6,2015-02-28,5289,640,1,0,0,0
2,6,2015-02-28,3032,378,1,0,0,0
3,6,2015-02-28,4574,482,1,0,0,0
4,6,2015-02-28,11487,1548,1,0,0,0
5,6,2015-02-28,2274,244,1,0,0,0
1,5,2015-02-27,4708,542,1,0,0,0
2,5,2015-02-27,4022,517,1,0,0,0
3,5,2015-02-27,5640,693,1,0,0,0
4,5,2015-02-27,10243,1384,1,0,0,0
5,5,2015-02-27,4548,541,1,0,0,0
1,4,2015-02-26,4042,489,1,0,0,0
2,4,2015-02-26,4035,509,1,0,0,0
3,4,2015-02-26,5978,719,1,0,0,0
4,4,2015-02-26,8080,1138,1,0,0,0
5,4,2015-02-26,3560,475,1,0,0,0
1,3,2015-02-25,3875,512,1,0,0,0
2,3,2015-02-25,4666,653,1,0,0,0
3,3,2015-02-25,4650,629,1,0,0,0
4,3,2015-02-25,8051,1113,1,0,0,0
5,3,2015-02-25,4179,553,1,0,0,0
1,2,2015-02-24,4054,500,1,0,0,0
2,2,2015-02-24,3755,498,1,0,0,0
3,2,2015-02-24,4982,669,1,0,0,0
4,2,2015-02-24,7611,1162,1,0,0,0
5,2,2015-02-24,3848,525,1,0,0,0
1,1,2015-02-23,3598,454,1,0,0,0
2,1,2015-02-23,3633,481,1,0,0,0
3,1,2015-02-23,5354,645,1,0,0,0
4,1,2015-02-23,8328,1185,1,0,0,0
5,1,2015-02-23,3742,502,1,0,0,0
1,7,2015-02-22,0,0,0,0,0,0
2,7,2015-02-22,0,0,0,0,0,0
3,7,2015-02-22,0,0,0,0,0,0
4,7,2015-02-22,0,0,0,0,0,0
5,7,2015-02-22,0,0,0,0,0,0
1,6,2015-02-21,4475,547,1,0,0,0
2,6,2015-02-21,3005,355,1,0,0,0
3,6,2015-02-21,3419,396,1,0,0,0
4,6,2015-02-21,9847,1348,1,0,0,0
5,6,2015-02-21,1752,199,1,0,0,0
1,5,2015-02-20,4651,548,1,1,0,0
2,5,2015-02-20,4727,544,1,1,0,0
3,5,2015-02-20,7204,742,1,1,0,0
4,5,2015-02-20,10421,1391,1,1,0,0
5,5,2015-02-20,4658,555,1,1,0,1
1,4,2015-02-19,4460,507,1,1,0,0
2,4,2015-02-19,5842,627,1,1,0,0
3,4,2015-02-19,7248,791,1,1,0,0
4,4,2015-02-19,9114,1264,1,1,0,0
5,4,2015-02-19,4839,568,1,1,0,1
1,3,2015-02-18,4180,509,1,1,0,0
2,3,2015-02-18,6178,758,1,1,0,0
3,3,2015-02-18,7862,784,1,1,0,0
4,3,2015-02-18,8794,1223,1,1,0,0
5,3,2015-02-18,5389,630,1,1,0,1
1,2,2015-02-17,4833,512,1,1,0,0
2,2,2015-02-17,6113,623,1,1,0,0
3,2,2015-02-17,7895,789,1,1,0,0
4,2,2015-02-17,9657,1258,1,1,0,0
5,2,2015-02-17,5433,584,1,1,0,1
1,1,2015-02-16,4303,478,1,1,0,0
2,1,2015-02-16,7478,703,1,1,0,0
3,1,2015-02-16,9914,934,1,1,0,0
4,1,2015-02-16,11092,1511,1,1,0,0
5,1,2015-02-16,7566,708,1,1,0,1
1,7,2015-02-15,0,0,0,0,0,0
2,7,2015-02-15,0,0,0,0,0,0
3,7,2015-02-15,0,0,0,0,0,0
4,7,2015-02-15,0,0,0,0,0,0
5,7,2015-02-15,0,0,0,0,0,0
1,6,2015-02-14,5015,624,1,0,0,0
2,6,2015-02-14,2809,351,1,0,0,0
3,6,2015-02-14,4221,498,1,0,0,0
4,6,2015-02-14,10274,1477,1,0,0,0
5,6,2015-02-14,2162,254,1,0,0,0
1,5,2015-02-13,4726,630,1,0,0,0
2,5,2015-02-13,3647,499,1,0,0,0
3,5,2015-02-13,6018,765,1,0,0,0
4,5,2015-02-13,8628,1261,1,0,0,0
5,5,2015-02-13,4617,542,1,0,0,1
1,4,2015-02-12,3900,477,1,0,0,0
2,4,2015-02-12,3765,485,1,0,0,0
3,4,2015-02-12,5179,666,1,0,0,0
4,4,2015-02-12,8239,1206,1,0,0,0
5,4,2015-02-12,3852,453,1,0,0,1
1,3,2015-02-11,3735,501,1,0,0,0
2,3,2015-02-11,4773,641,1,0,0,0
3,3,2015-02-11,6116,710,1,0,0,0
4,3,2015-02-11,7317,1087,1,0,0,0
5,3,2015-02-11,3862,559,1,0,0,1
1,2,2015-02-10,3136,419,1,0,0,0
2,2,2015-02-10,4653,567,1,0,0,0
3,2,2015-02-10,5333,685,1,0,0,0
4,2,2015-02-10,7914,1180,1,0,0,0
5,2,2015-02-10,3912,512,1,0,0,1
1,1,2015-02-09,3965,501,1,0,0,0
2,1,2015-02-09,3678,491,1,0,0,0
3,1,2015-02-09,5027,643,1,0,0,0
4,1,2015-02-09,8940,1255,1,0,0,0
5,1,2015-02-09,3294,442,1,0,0,1
1,7,2015-02-08,0,0,0,0,0,0
2,7,2015-02-08,0,0,0,0,0,0
3,7,2015-02-08,0,0,0,0,0,0
4,7,2015-02-08,0,0,0,0,0,0
5,7,2015-02-08,0,0,0,0,0,0
1,6,2015-02-07,4663,599,1,0,0,0
2,6,2015-02-07,2335,306,1,0,0,0
3,6,2015-02-07,4781,549,1,0,0,0
4,6,2015-02-07,10042,1398,1,0,0,0
5,6,2015-02-07,2064,229,1,0,0,0
1,5,2015-02-06,5022,604,1,1,0,0
2,5,2015-02-06,5260,550,1,1,0,1
3,5,2015-02-06,7920,811,1,1,0,0
4,5,2015-02-06,10985,1466,1,1,0,1
5,5,2015-02-06,5209,582,1,1,0,0
1,4,2015-02-05,4394,551,1,1,0,0
2,4,2015-02-05,5275,603,1,1,0,1
3,4,2015-02-05,7195,796,1,1,0,0
4,4,2015-02-05,9882,1424,1,1,0,1
5,4,2015-02-05,5011,541,1,1,0,0
1,3,2015-02-04,4672,544,1,1,0,0
2,3,2015-02-04,6405,721,1,1,0,1
3,3,2015-02-04,8155,816,1,1,0,0
4,3,2015-02-04,9571,1310,1,1,0,1
5,3,2015-02-04,5656,640,1,1,0,0
1,2,2015-02-03,4901,596,1,1,0,0
2,2,2015-02-03,6837,684,1,1,0,1
3,2,2015-02-03,8950,895,1,1,0,0
4,2,2015-02-03,11230,1429,1,1,0,1
5,2,2015-02-03,6231,625,1,1,0,0
1,1,2015-02-02,6038,669,1,1,0,0
2,1,2015-02-02,8155,808,1,1,0,1
3,1,2015-02-02,9922,951,1,1,0,0
4,1,2015-02-02,13120,1681,1,1,0,1
5,1,2015-02-02,7407,744,1,1,0,0
1,7,2015-02-01,0,0,0,0,0,0
2,7,2015-02-01,0,0,0,0,0,0
3,7,2015-02-01,0,0,0,0,0,0
4,7,2015-02-01,0,0,0,0,0,0
5,7,2015-02-01,0,0,0,0,0,0
1,6,2015-01-31,5363,638,1,0,0,0
2,6,2015-01-31,3067,323,1,0,0,0
3,6,2015-01-31,4382,484,1,0,0,0
4,6,2015-01-31,11904,1560,1,0,0,0
5,6,2015-01-31,2110,228,1,0,0,0
1,5,2015-01-30,5577,616,1,1,0,0
2,5,2015-01-30,5919,624,1,1,0,0
3,5,2015-01-30,6911,678,1,1,0,0
4,5,2015-01-30,13307,1632,1,1,0,0
5,5,2015-01-30,5640,617,1,1,0,0
1,4,2015-01-29,5171,573,1,1,0,0
2,4,2015-01-29,4775,539,1,1,0,0
3,4,2015-01-29,7485,738,1,1,0,0
4,4,2015-01-29,9614,1270,1,1,0,0
5,4,2015-01-29,4932,517,1,1,0,0
1,3,2015-01-28,4310,537,1,1,0,0
2,3,2015-01-28,6032,720,1,1,0,0
3,3,2015-01-28,6883,722,1,1,0,0
4,3,2015-01-28,8520,1227,1,1,0,0
5,3,2015-01-28,5372,641,1,1,0,0
1,2,2015-01-27,4806,532,1,1,0,0
2,2,2015-01-27,5258,575,1,1,0,0
3,2,2015-01-27,8292,893,1,1,0,0
4,2,2015-01-27,9088,1236,1,1,0,0
5,2,2015-01-27,5505,569,1,1,0,0
1,1,2015-01-26,4781,566,1,1,0,0
2,1,2015-01-26,5931,638,1,1,0,0
3,1,2015-01-26,8055,765,1,1,0,0
4,1,2015-01-26,10174,1381,1,1,0,0
5,1,2015-01-26,6277,659,1,1,0,0
1,7,2015-01-25,0,0,0,0,0,0
2,7,2015-01-25,0,0,0,0,0,0
3,7,2015-01-25,0,0,0,0,0,0
4,7,2015-01-25,0,0,0,0,0,0
5,7,2015-01-25,0,0,0,0,0,0
1,6,2015-01-24,4840,600,1,0,0,0
2,6,2015-01-24,2575,326,1,0,0,0
3,6,2015-01-24,3452,381,1,0,0,0
4,6,2015-01-24,9401,1386,1,0,0,0
5,6,2015-01-24,1911,207,1,0,0,0
1,5,2015-01-23,3586,489,1,0,0,0
2,5,2015-01-23,3206,418,1,0,0,0
3,5,2015-01-23,5701,672,1,0,0,0
4,5,2015-01-23,7638,1129,1,0,0,0
5,5,2015-01-23,3962,476,1,0,0,0
1,4,2015-01-22,3492,493,1,0,0,0
2,4,2015-01-22,3728,484,1,0,0,0
3,4,2015-01-22,4677,595,1,0,0,0
4,4,2015-01-22,7239,1073,1,0,0,0
5,4,2015-01-22,3570,454,1,0,0,0
1,3,2015-01-21,3299,460,1,0,0,0
2,3,2015-01-21,4524,606,1,0,0,0
3,3,2015-01-21,5024,651,1,0,0,0
4,3,2015-01-21,7456,1124,1,0,0,0
5,3,2015-01-21,4025,553,1,0,0,0
1,2,2015-01-20,3680,462,1,0,0,0
2,2,2015-01-20,3955,491,1,0,0,0
3,2,2015-01-20,4848,645,1,0,0,0
4,2,2015-01-20,7308,1120,1,0,0,0
5,2,2015-01-20,3701,485,1,0,0,0
1,1,2015-01-19,3721,480,1,0,0,0
2,1,2015-01-19,4082,528,1,0,0,0
3,1,2015-01-19,5420,703,1,0,0,0
4,1,2015-01-19,8825,1233,1,0,0,0
5,1,2015-01-19,4195,549,1,0,0,0
1,7,2015-01-18,0,0,0,0,0,0
2,7,2015-01-18,0,0,0,0,0,0
3,7,2015-01-18,0,0,0,0,0,0
4,7,2015-01-18,0,0,0,0,0,0
5,7,2015-01-18,0,0,0,0,0,0
1,6,2015-01-17,5255,622,1,0,0,0
2,6,2015-01-17,2883,340,1,0,0,0
3,6,2015-01-17,4610,492,1,0,0,0
4,6,2015-01-17,9655,1373,1,0,0,0
5,6,2015-01-17,1743,201,1,0,0,0
1,5,2015-01-16,4161,524,1,1,0,0
2,5,2015-01-16,5456,573,1,1,0,0
3,5,2015-01-16,8497,865,1,1,0,0
4,5,2015-01-16,9008,1228,1,1,0,0
5,5,2015-01-16,5177,582,1,1,0,0
1,4,2015-01-15,4295,517,1,1,0,0
2,4,2015-01-15,5810,632,1,1,0,0
3,4,2015-01-15,6578,721,1,1,0,0
4,4,2015-01-15,9584,1217,1,1,0,0
5,4,2015-01-15,5101,563,1,1,0,0
1,3,2015-01-14,4541,545,1,1,0,0
2,3,2015-01-14,6366,700,1,1,0,0
3,3,2015-01-14,7417,746,1,1,0,0
4,3,2015-01-14,9284,1219,1,1,0,0
5,3,2015-01-14,5219,595,1,1,0,0
1,2,2015-01-13,4924,564,1,1,0,0
2,2,2015-01-13,6444,695,1,1,0,0
3,2,2015-01-13,7464,717,1,1,0,0
4,2,2015-01-13,8851,1223,1,1,0,0
5,2,2015-01-13,5748,643,1,1,0,0
1,1,2015-01-12,5346,590,1,1,0,0
2,1,2015-01-12,7237,689,1,1,0,0
3,1,2015-01-12,8209,814,1,1,0,0
4,1,2015-01-12,11124,1431,1,1,0,0
5,1,2015-01-12,7523,725,1,1,0,0
1,7,2015-01-11,0,0,0,0,0,0
2,7,2015-01-11,0,0,0,0,0,0
3,7,2015-01-11,0,0,0,0,0,0
4,7,2015-01-11,0,0,0,0,0,0
5,7,2015-01-11,0,0,0,0,0,0
1,6,2015-01-10,4599,566,1,0,0,0
2,6,2015-01-10,3024,346,1,0,0,0
3,6,2015-01-10,3373,391,1,0,0,0
4,6,2015-01-10,10693,1466,1,0,0,0
5,6,2015-01-10,2169,229,1,0,0,0
1,5,2015-01-09,3998,494,1,1,0,1
2,5,2015-01-09,4762,524,1,1,0,0
3,5,2015-01-09,7719,733,1,1,0,0
4,5,2015-01-09,8658,1197,1,1,0,0
5,5,2015-01-09,4780,560,1,1,0,0
1,4,2015-01-08,3716,457,1,1,0,1
2,4,2015-01-08,5246,567,1,1,0,0
3,4,2015-01-08,6300,684,1,1,0,0
4,4,2015-01-08,8257,1180,1,1,0,0
5,4,2015-01-08,4800,513,1,1,0,0
1,3,2015-01-07,4796,603,1,1,0,1
2,3,2015-01-07,5945,670,1,1,0,0
3,3,2015-01-07,7253,754,1,1,0,0
4,3,2015-01-07,9024,1231,1,1,0,0
5,3,2015-01-07,5264,609,1,1,0,0
1,2,2015-01-06,4574,595,1,1,0,1
2,2,2015-01-06,6696,727,1,1,0,0
3,2,2015-01-06,8739,869,1,1,0,1
4,2,2015-01-06,10509,1348,1,1,0,0
5,2,2015-01-06,6123,658,1,1,0,0
1,1,2015-01-05,6239,712,1,1,0,1
2,1,2015-01-05,7308,755,1,1,0,0
3,1,2015-01-05,10684,946,1,1,0,1
4,1,2015-01-05,11177,1483,1,1,0,0
5,1,2015-01-05,7314,749,1,1,0,0
1,7,2015-01-04,0,0,0,0,0,1
2,7,2015-01-04,0,0,0,0,0,0
3,7,2015-01-04,0,0,0,0,0,0
4,7,2015-01-04,0,0,0,0,0,0
5,7,2015-01-04,0,0,0,0,0,0
1,6,2015-01-03,5023,645,1,0,0,1
2,6,2015-01-03,3132,350,1,0,0,0
3,6,2015-01-03,4299,507,1,0,0,0
4,6,2015-01-03,9751,1454,1,0,0,0
5,6,2015-01-03,2109,230,1,0,0,0
1,5,2015-01-02,5509,657,1,0,0,1
2,5,2015-01-02,4137,543,1,0,0,1
3,5,2015-01-02,5523,698,1,0,0,1
4,5,2015-01-02,10737,1489,1,0,0,1
5,5,2015-01-02,4773,509,1,0,0,1
1,4,2015-01-01,0,0,0,0,a,1
2,4,2015-01-01,0,0,0,0,0,1
3,4,2015-01-01,0,0,0,0,a,1
4,4,2015-01-01,0,0,0,0,a,1
5,4,2015-01-01,0,0,0,0,a,1
1,3,2014-12-31,2605,327,1,0,0,1
2,3,2014-12-31,2269,252,1,0,0,1
3,3,2014-12-31,3804,408,1,0,0,1
4,3,2014-12-31,10152,1311,1,0,0,1
5,3,2014-12-31,1830,217,1,0,0,1
1,2,2014-12-30,6466,703,1,0,0,1
2,2,2014-12-30,5513,632,1,0,0,1
3,2,2014-12-30,8376,957,1,0,0,1
4,2,2014-12-30,16860,2075,1,0,0,1
5,2,2014-12-30,5056,585,1,0,0,1
1,1,2014-12-29,6463,700,1,0,0,1
2,1,2014-12-29,5999,662,1,0,0,1
3,1,2014-12-29,8788,941,1,0,0,1
4,1,2014-12-29,13543,1759,1,0,0,1
5,1,2014-12-29,4646,573,1,0,0,1
1,7,2014-12-28,0,0,0,0,0,1
2,7,2014-12-28,0,0,0,0,0,0
3,7,2014-12-28,0,0,0,0,0,0
4,7,2014-12-28,0,0,0,0,0,0
5,7,2014-12-28,0,0,0,0,0,0
1,6,2014-12-27,6057,684,1,0,0,1
2,6,2014-12-27,3934,457,1,0,0,0
3,6,2014-12-27,4825,569,1,0,0,0
4,6,2014-12-27,12724,1693,1,0,0,0
5,6,2014-12-27,2847,317,1,0,0,0
1,5,2014-12-26,0,0,0,0,c,1
2,5,2014-12-26,0,0,0,0,c,1
3,5,2014-12-26,0,0,0,0,c,1
4,5,2014-12-26,0,0,0,0,c,1
5,5,2014-12-26,0,0,0,0,c,1
1,4,2014-12-25,0,0,0,0,c,1
2,4,2014-12-25,0,0,0,0,c,1
3,4,2014-12-25,0,0,0,0,c,1
4,4,2014-12-25,0,0,0,0,c,1
5,4,2014-12-25,0,0,0,0,c,1
1,3,2014-12-24,3659,421,1,0,0,1
2,3,2014-12-24,2437,274,1,0,0,1
3,3,2014-12-24,4310,582,1,0,0,1
4,3,2014-12-24,6551,856,1,0,0,1
5,3,2014-12-24,2850,311,1,0,0,1
1,2,2014-12-23,7959,957,1,0,0,1
2,2,2014-12-23,7557,816,1,0,0,1
3,2,2014-12-23,12121,1352,1,0,0,1
4,2,2014-12-23,15839,2071,1,0,0,1
5,2,2014-12-23,9164,876,1,0,0,1
1,1,2014-12-22,9331,1080,1,0,0,1
2,1,2014-12-22,9027,924,1,0,0,1
3,1,2014-12-22,11282,1209,1,0,0,1
4,1,2014-12-22,14572,1878,1,0,0,1
5,1,2014-12-22,8765,950,1,0,0,1
1,7,2014-12-21,0,0,0,0,0,0
2,7,2014-12-21,0,0,0,0,0,0
3,7,2014-12-21,0,0,0,0,0,0
4,7,2014-12-21,0,0,0,0,0,0
5,7,2014-12-21,0,0,0,0,0,0
1,6,2014-12-20,8367,962,1,0,0,0
2,6,2014-12-20,4553,495,1,0,0,0
3,6,2014-12-20,8094,839,1,0,0,0
4,6,2014-12-20,13884,1741,1,0,0,0
5,6,2014-12-20,3912,346,1,0,0,0
1,5,2014-12-19,7558,884,1,1,0,0
2,5,2014-12-19,7574,718,1,1,0,0
3,5,2014-12-19,9598,957,1,1,0,0
4,5,2014-12-19,13591,1666,1,1,0,0
5,5,2014-12-19,7085,721,1,1,0,0
1,4,2014-12-18,7785,841,1,1,0,0
2,4,2014-12-18,8117,777,1,1,0,0
3,4,2014-12-18,11617,1121,1,1,0,0
4,4,2014-12-18,13183,1690,1,1,0,0
5,4,2014-12-18,7726,750,1,1,0,0
1,3,2014-12-17,7523,791,1,1,0,0
2,3,2014-12-17,9365,909,1,1,0,0
3,3,2014-12-17,10510,917,1,1,0,0
4,3,2014-12-17,13087,1599,1,1,0,0
5,3,2014-12-17,8758,799,1,1,0,0
1,2,2014-12-16,7739,823,1,1,0,0
2,2,2014-12-16,9499,866,1,1,0,0
3,2,2014-12-16,13072,1204,1,1,0,0
4,2,2014-12-16,12776,1581,1,1,0,0
5,2,2014-12-16,8665,764,1,1,0,0
1,1,2014-12-15,8069,871,1,1,0,0
2,1,2014-12-15,10419,909,1,1,0,0
3,1,2014-12-15,13472,1115,1,1,0,0
4,1,2014-12-15,15110,1829,1,1,0,0
5,1,2014-12-15,10870,907,1,1,0,0
1,7,2014-12-14,0,0,0,0,0,0
2,7,2014-12-14,0,0,0,0,0,0
3,7,2014-12-14,0,0,0,0,0,0
4,7,2014-12-14,0,0,0,0,0,0
5,7,2014-12-14,0,0,0,0,0,0
1,6,2014-12-13,7263,850,1,0,0,0
2,6,2014-12-13,3375,350,1,0,0,0
3,6,2014-12-13,6621,775,1,0,0,0
4,6,2014-12-13,11953,1634,1,0,0,0
5,6,2014-12-13,2572,281,1,0,0,0
1,5,2014-12-12,5269,617,1,0,0,0
2,5,2014-12-12,4407,497,1,0,0,0
3,5,2014-12-12,5481,604,1,0,0,0
4,5,2014-12-12,8403,1249,1,0,0,0
5,5,2014-12-12,5355,583,1,0,0,0
